fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,quality,alcohol
6.5,0.23,0.25,17.3,46,15,110,99.828,3.15,0.42,6,"R$ 45.331,00"
5.9,0.28,0.14,8.6,32,30,142,99.542,3.28,0.44,6,"R$ 45.421,00"
5.9,0.28,0.14,8.6,32,30,142,99.542,3.28,0.44,6,"R$ 45.421,00"
6.2,0.27,0.18,1.5,28,20,111,99.228,3.41,0.5,5,"R$ 10,00"
9,0.29,0.34,12.1,0.03,34,177,99.706,3.13,0.47,5,"R$ 45.453,00"
9,0.26,0.34,6.7,29,21,162,99.497,03.08,0.5,6,"R$ 45.453,00"
8.9,0.27,0.34,10.7,29,19.5,166,99.669,3.13,0.48,5,"R$ 45.453,00"
6.5,0.23,0.25,17.3,46,15,110,99.828,3.15,0.42,6,"R$ 45.331,00"
6.9,0.32,0.3,1.8,36,28,117,99.269,3.24,0.48,6,"R$ 11,00"
7.2,0.22,0.24,1.4,41,17,159,99.196,3.25,0.53,6,"R$ 45.333,00"
6.7,0.5,0.38,7.5,46,26,175,99.662,3.32,0.54,5,"R$ 45.452,00"
6.2,0.33,0.14,4.8,52,27,128,99.475,3.21,0.48,5,"R$ 45.391,00"
6.3,0.26,0.42,7.1,45,62,209,99.544,3.2,0.53,6,"R$ 45.421,00"
7.5,0.2,0.47,16.9,52,51,188,99.944,03.09,0.62,5,"R$ 45.360,00"
6.2,0.33,0.14,4.8,52,27,128,99.475,3.21,0.48,5,"R$ 45.391,00"
6.3,0.26,0.42,7.1,45,62,209,99.544,3.2,0.53,6,"R$ 45.421,00"
6.6,0.36,0.52,11.3,46,8,110,9.966,03.07,0.46,5,"R$ 45.391,00"
6.3,0.13,0.42,1.1,43,63,146,99.066,3.13,0.72,7,"R$ 45.333,00"
6.4,0.15,0.44,1.2,43,67,150,9.907,3.14,0.73,7,"R$ 45.333,00"
6.3,0.13,0.42,1.1,43,63,146,99.066,3.13,0.72,7,"R$ 45.333,00"
7.6,0.23,0.64,12.9,33,54,170,998,3,0.53,5,"R$ 45.512,00"
6.4,0.15,0.44,1.2,43,67,150,9.907,3.14,0.73,7,"R$ 45.333,00"
6.3,0.13,0.42,1.1,43,63,146,99.066,3.13,0.72,7,"R$ 45.333,00"
5.7,255,0.65,1.2,79,17,137,99.307,3.2,0.42,5,"R$ 45.391,00"
6.9,0.32,0.26,2.3,0.03,11,103,99.106,03.06,0.42,6,"R$ 45.302,00"
6.9,0.28,0.22,10,52,36,131,99.696,03.08,0.46,5,"R$ 45.452,00"
6.9,0.32,0.26,2.3,0.03,11,103,99.106,03.06,0.42,6,"R$ 45.302,00"
5.7,255,0.65,1.2,79,17,137,99.307,3.2,0.42,5,"R$ 45.391,00"
6.6,0.41,0.16,1.4,37,28,160,99.167,2.95,0.45,6,"R$ 45.453,00"
7.3,0.37,0.16,14.9,48,59,240,99.902,3.13,0.45,5,"R$ 45.543,00"
6.9,0.21,0.24,1.8,21,17,80,98.992,3.15,0.46,7,"R$ 45.363,00"
6.6,0.24,0.28,1.8,28,39,132,99.182,3.34,0.46,5,"R$ 45.393,00"
6.8,0.28,0.36,7,43,60,207,99.556,3.16,0.49,6,"R$ 45.452,00"
6.6,0.24,0.24,8.6,34,25,135,99.582,3.33,0.59,6,"R$ 45.361,00"
6.6,0.24,0.28,1.8,28,39,132,99.182,3.34,0.46,5,"R$ 45.393,00"
7,0.16,0.32,1.1,32,29,80,98.972,3.23,0.36,6,"R$ 45.303,00"
7,0.14,0.28,1.3,26,10,56,99.352,3.46,0.45,5,"R$ 45.544,00"
6.3,0.34,0.36,4.9,35,31,185,9.946,3.15,0.49,5,"R$ 45.482,00"
6.8,0.26,0.24,1.9,43,70,154,99.273,3.18,0.52,5,"R$ 45.422,00"
6.7,0.17,0.42,10.4,38,85,182,99.628,03.04,0.44,6,"R$ 45.543,00"
6.5,0.27,0.4,10,39,74,227,99.582,3.18,0.5,5,"R$ 45.391,00"
6.7,0.25,0.36,8.6,37,63,206,99.553,3.18,0.5,5,"R$ 45.452,00"
5.8,0.3,0.27,1.7,14,45,104,98.914,3.4,0.56,7,"R$ 45.455,00"
6.4,0.28,0.56,1.7,156,49,106,99.354,3.1,0.37,6,"R$ 45.331,00"
7.7,0.3,0.26,18.95,53,36,174,99.976,3.2,0.5,5,"R$ 45.392,00"
6.8,0.18,0.3,12.8,62,19,171,99.808,3,0.52,7,"R$ 9,00"
6.8,0.18,0.3,12.8,62,19,171,99.808,3,0.52,7,"R$ 9,00"
6.8,0.18,0.3,12.8,62,19,171,99.808,3,0.52,7,"R$ 9,00"
6.8,0.18,0.3,12.8,62,19,171,99.808,3,0.52,7,"R$ 9,00"
6.8,0.18,0.3,12.8,62,19,171,99.808,3,0.52,7,"R$ 9,00"
6.8,0.18,0.3,12.8,62,19,171,99.808,3,0.52,7,"R$ 9,00"
5.1,0.14,0.25,0.7,39,15,89,9.919,3.22,0.43,6,"R$ 45.331,00"
6.8,0.18,0.3,12.8,62,19,171,99.808,3,0.52,7,"R$ 9,00"
7.2,615,0.1,1.4,68,25,154,99.499,3.2,0.48,4,"R$ 45.482,00"
6.9,0.13,0.28,13.3,0.05,47,132,99.655,3.34,0.42,6,"R$ 45.301,00"
6.7,0.34,0.3,8.5,59,24,152,99.615,3.46,0.64,7,"R$ 11,00"
7.3,0.32,0.29,1.5,38,32,144,99.296,3.2,0.55,5,"R$ 45.514,00"
6.3,0.21,0.29,11.7,48,49,147,99.482,3.22,0.38,5,"R$ 45.514,00"
5.4,0.5,0.13,5,28,12,107,99.079,3.48,0.88,7,"R$ 45.425,00"
8.2,0.52,0.34,1.2,42,18,167,99.366,3.24,0.39,5,"R$ 45.453,00"
7.8,0.28,0.31,2.1,46,28,208,99.434,3.23,0.64,5,"R$ 45.513,00"
6.4,0.22,0.34,1.4,23,56,115,98.958,3.18,0.7,6,"R$ 45.484,00"
7.8,0.28,0.31,2.1,46,28,208,99.434,3.23,0.64,5,"R$ 45.513,00"
6.9,0.32,0.27,16,34,58,185,99.938,3.34,0.6,6,"R$ 9,00"
6.8,0.11,0.42,1.1,42,51,132,99.059,3.18,0.74,7,"R$ 45.362,00"
6.2,0.26,0.32,15.3,31,64,185,99.835,3.31,0.61,5,"R$ 45.391,00"
6.4,0.22,0.34,1.4,23,56,115,98.958,3.18,0.7,6,"R$ 45.484,00"
6.7,0.3,0.29,2.8,25,37,107,99.159,3.31,0.63,7,"R$ 45.362,00"
6.7,0.3,0.29,2.8,25,37,107,99.159,3.31,0.63,7,"R$ 45.362,00"
7.1,0.2,0.3,0.9,19,4,28,98.931,3.2,0.36,6,"R$ 12,00"
7.2,0.2,0.36,2.5,28,22,157,9.938,3.48,0.49,6,"R$ 45.453,00"
8.9,0.26,0.33,8.1,24,47,202,99.558,3.13,0.46,6,"R$ 45.514,00"
7.5,0.25,0.32,8.2,24,53,209,99.563,3.12,0.46,6,"R$ 45.514,00"
7.1,0.2,0.3,0.9,19,4,28,98.931,3.2,0.36,6,"R$ 12,00"
6.3,0.27,0.46,11.1,53,44,177,99.691,3.18,0.67,5,"R$ 45.391,00"
6.5,0.3,0.39,7.8,38,61,219,9.959,3.19,0.5,5,"R$ 45.391,00"
6.7,0.3,0.29,2.8,25,37,107,99.159,3.31,0.63,7,"R$ 45.362,00"
6.6,0.36,0.52,10.1,0.05,29,140,99.628,03.07,0.4,5,"R$ 45.391,00"
6.15,0.21,0.37,3.2,21,20,80,99.076,3.39,0.47,5,"R$ 12,00"
6.5,0.18,0.41,14.2,39,47,129,99.678,3.28,0.72,7,"R$ 45.361,00"
6.5,0.18,0.41,14.2,39,47,129,99.678,3.28,0.72,7,"R$ 45.361,00"
6.5,0.18,0.41,14.2,39,47,129,99.678,3.28,0.72,7,"R$ 45.361,00"
6.6,0.26,0.21,2.9,26,48,126,99.089,3.22,0.38,7,"R$ 45.362,00"
6.6,0.35,0.35,6,63,31,150,99.537,3.1,0.47,6,"R$ 45.391,00"
6.5,0.28,0.28,20.4,41,40,144,1.2002,3.14,0.38,5,"R$ 45.481,00"
6.6,0.36,0.52,10.1,0.05,29,140,99.628,03.07,0.4,5,"R$ 45.391,00"
6.6,0.26,0.21,2.9,26,48,126,99.089,3.22,0.38,7,"R$ 45.362,00"
6.5,0.18,0.41,14.2,39,47,129,99.678,3.28,0.72,7,"R$ 45.361,00"
6.15,0.21,0.37,3.2,21,20,80,99.076,3.39,0.47,5,"R$ 12,00"
4.5,0.19,0.21,0.95,33,89,159,99.332,3.34,0.42,5,"R$ 8,00"
8,0.24,0.26,1.7,33,36,136,99.316,3.44,0.51,7,"R$ 45.392,00"
7.8,0.17,0.23,1.7,29,39,128,99.272,3.37,0.41,7,"R$ 45.483,00"
7,0.24,0.24,9,0.03,42,219,99.636,3.47,0.46,6,"R$ 45.332,00"
5.8,0.6,0,1.3,44,72,197,99.202,3.56,0.43,5,"R$ 45.545,00"
5.9,445,0.26,1.4,27,23,109,99.148,3.3,0.36,6,"R$ 45.422,00"
6.7,0.28,0.28,2.4,12,36,100,99.064,3.26,0.39,7,"R$ 45.484,00"
6.8,0.44,0.2,16,65,61,186,99.884,3.13,0.45,5,"R$ 45.451,00"
7.2,0.24,0.27,11.4,34,40,174,99.773,3.2,0.44,5,"R$ 9,00"
8.7,0.31,0.73,14.35,44,27,191,100.013,2.96,0.88,5,"R$ 45.481,00"
8.2,0.32,0.26,2.1,62,26,87,98.974,3.1,0.47,6,"R$ 45.516,00"
7.2,0.24,0.27,11.4,34,40,174,99.773,3.2,0.44,5,"R$ 9,00"
8.7,0.31,0.73,14.35,44,27,191,100.013,2.96,0.88,5,"R$ 45.481,00"
7.5,0.13,0.38,1.1,23,42,104,99.112,3.28,0.53,6,"R$ 45.515,00"
9.2,0.14,0.37,1.1,34,36,84,99.136,03.05,0.55,6,"R$ 45.454,00"
7.4,0.2,0.37,1.2,28,28,89,99.132,3.14,0.61,6,"R$ 45.515,00"
6.1,0.15,0.35,15.8,42,55,158,99.642,3.24,0.37,5,"R$ 45.453,00"
7.6,0.23,0.4,5.2,66,14,91,99.488,3.17,0.8,5,"R$ 45.482,00"
8.1,0.33,0.22,5.2,47,24,151,99.527,3.22,0.47,5,"R$ 45.361,00"
7.15,0.17,0.24,9.6,119,56,178,99.578,3.15,0.44,6,"R$ 45.332,00"
6.7,0.12,0.3,5.2,48,38,113,99.352,3.33,0.44,7,"R$ 45.301,00"
5.7,0.18,0.36,1.2,46,9,71,99.199,3.7,0.68,7,"R$ 45.545,00"
5.8,0.15,0.28,0.8,37,43,127,99.198,3.24,0.51,5,"R$ 45.360,00"
6.6,0.23,0.29,14.45,57,29,144,99.756,3.33,0.54,6,"R$ 45.332,00"
7.15,0.17,0.24,9.6,119,56,178,99.578,3.15,0.44,6,"R$ 45.332,00"
7,0.34,0.39,6.9,66,43,162,99.561,3.11,0.53,5,"R$ 45.421,00"
6.4,0.68,0.26,3.4,69,25,146,99.347,3.18,0.4,5,"R$ 45.360,00"
7.3,0.22,0.31,2.3,18,45,80,98.936,03.06,0.34,7,"R$ 45.547,00"
6.4,0.28,0.27,11,42,45,148,99.786,3.14,0.46,5,"R$ 45.481,00"
6.9,0.4,0.22,5.95,81,76,303,99.705,3.4,0.57,5,"R$ 45.391,00"
6.8,0.19,0.23,5.1,34,71,204,9.942,3.23,0.69,5,"R$ 45.301,00"
7.1,0.23,0.24,5.4,39,60,196,9.948,3.19,0.78,4,"R$ 10,00"
6.45,0.14,0.42,1.2,0.05,51,129,99.116,3.27,0.69,7,"R$ 45.302,00"
6.5,0.15,0.44,12.6,52,65,158,99.688,3.26,0.7,7,"R$ 45.361,00"
7.1,0.15,0.34,1,33,27,73,98.974,3.24,0.41,6,"R$ 45.334,00"
6.7,0.33,0.34,6.6,67,35,156,99.542,3.11,0.48,6,"R$ 45.360,00"
7.2,0.3,0.26,1.5,41,46,178,99.154,3.19,0.56,6,"R$ 45.362,00"
7,0.23,0.33,1,43,46,110,99.118,03.04,0.65,6,"R$ 45.514,00"
8,0.13,0.25,1.1,33,15,86,99.044,2.98,0.39,8,"R$ 45.333,00"
6.2,0.21,0.34,6.6,0.03,36,91,9.914,3.32,0.45,7,"R$ 45.424,00"
8.3,0.4,0.41,8.2,0.05,15,122,9.979,3.39,0.49,5,"R$ 45.360,00"
5.9,0.34,0.31,2,0.03,38,142,98.892,3.4,0.41,7,"R$ 45.547,00"
6.6,0.12,0.25,1.4,39,21,131,99.114,3.2,0.45,7,"R$ 45.333,00"
9.6,655,0.21,2,39,21,120,99.188,3,1,6,"R$ 45.455,00"
6.8,0.26,0.4,7.5,46,45,179,99.583,3.2,0.49,5,"R$ 45.360,00"
5.9,0.34,0.31,2,0.03,38,142,98.892,3.4,0.41,7,"R$ 45.547,00"
5.9,0.3,0.3,2,0.03,38,142,98.892,3.41,0.41,7,"R$ 45.547,00"
7,0.15,0.3,13.3,49,46,120,99.704,3.2,0.36,7,"R$ 45.421,00"
7.9,0.37,0.31,2.85,37,5,24,9.911,3.19,0.36,6,"R$ 45.546,00"
7.2,0.35,0.25,5.6,32,23,120,99.334,2.93,0.66,7,"R$ 45.361,00"
7.2,0.32,0.24,5.6,33,23,120,99.334,2.92,0.66,7,"R$ 45.361,00"
7.6,0.1,0.33,1,31,33,93,99.094,03.06,0.68,6,"R$ 45.333,00"
6.2,0.25,0.31,3.2,0.03,32,150,99.014,3.18,0.31,6,"R$ 12,00"
7.1,0.31,0.17,1,42,21,144,99.304,3.13,0.4,5,"R$ 45.452,00"
7.6,0.18,0.28,7.1,41,29,110,99.652,3.2,0.42,6,"R$ 45.331,00"
8,0.17,0.29,2.4,29,52,119,98.944,03.03,0.33,6,"R$ 45.547,00"
7.2,0.19,0.27,11.2,61,46,149,99.772,2.99,0.59,6,"R$ 45.360,00"
7.6,0.32,0.25,9.5,0.03,15,136,99.367,3.1,0.44,6,"R$ 45.303,00"
7.1,0.31,0.17,1,42,21,144,99.304,3.13,0.4,5,"R$ 45.452,00"
6.6,0.21,0.29,1.8,26,35,128,99.183,3.37,0.48,6,"R$ 45.333,00"
7,0.16,0.36,2.6,29,28,98,99.126,3.11,0.37,7,"R$ 45.333,00"
8,0.17,0.29,2.4,29,52,119,98.944,03.03,0.33,6,"R$ 45.547,00"
6.6,0.24,0.38,8,42,56,187,99.577,3.21,0.46,5,"R$ 45.331,00"
7.2,0.19,0.27,11.2,61,46,149,99.772,2.99,0.59,6,"R$ 45.360,00"
7.6,0.18,0.28,7.1,41,29,110,99.652,3.2,0.42,6,"R$ 45.331,00"
6.9,0.3,0.25,3.3,41,26,124,99.428,3.18,0.5,6,"R$ 45.360,00"
6.2,0.28,0.27,10.3,0.03,26,108,99.388,3.2,0.36,6,"R$ 45.483,00"
6.9,0.31,0.32,1.2,24,20,166,99.208,03.05,0.54,6,"R$ 45.513,00"
6.7,0.23,0.25,1.6,36,28,143,99.256,3.3,0.54,6,"R$ 45.361,00"
6.2,0.28,0.27,10.3,0.03,26,108,99.388,3.2,0.36,6,"R$ 45.483,00"
5.7,0.23,0.28,9.65,25,26,121,9.925,3.28,0.38,6,"R$ 45.362,00"
6.5,0.22,0.5,16.4,48,36,182,99.904,03.02,0.49,6,"R$ 45.512,00"
7,0.18,0.37,1.5,43,16,104,99.216,3.18,0.5,5,"R$ 45.514,00"
6.9,0.31,0.32,1.2,24,20,166,99.208,03.05,0.54,6,"R$ 45.513,00"
6.9,0.3,0.25,3.3,41,26,124,99.428,3.18,0.5,6,"R$ 45.360,00"
6.5,0.46,0.31,5,27,15,72,99.165,3.26,0.6,7,"R$ 45.423,00"
6.5,0.23,0.36,16.3,38,43,133,99.924,3.26,0.41,5,"R$ 45.512,00"
6.5,0.23,0.36,16.3,38,43,133,99.924,3.26,0.41,5,"R$ 45.512,00"
6.5,0.23,0.36,16.3,38,43,133,99.924,3.26,0.41,5,"R$ 45.512,00"
6.6,0.26,0.38,6.5,0.17,68,201,9.956,3.19,0.38,6,"R$ 45.391,00"
6.7,0.26,0.39,6.4,171,64,200,99.562,3.19,0.38,6,"R$ 45.391,00"
7.5,0.28,0.39,10.2,45,59,209,9.972,3.16,0.63,6,"R$ 45.452,00"
6.5,0.23,0.36,16.3,38,43,133,99.924,3.26,0.41,5,"R$ 45.512,00"
6.8,0.23,0.42,7.4,44,56,189,9.958,3.22,0.48,6,"R$ 45.360,00"
7.8,0.25,0.34,13.7,44,66,184,99.976,3.22,0.75,5,"R$ 45.543,00"
7.8,0.25,0.34,13.7,44,66,184,99.976,3.22,0.75,5,"R$ 45.543,00"
5.6,0.2,0.22,1.3,49,25,155,99.296,3.74,0.43,5,"R$ 10,00"
6.4,0.21,0.44,7.4,45,47,182,9.957,3.24,0.46,5,"R$ 45.300,00"
6.8,0.23,0.42,7.4,44,56,189,9.958,3.22,0.48,6,"R$ 45.360,00"
6.8,0.24,0.37,7.45,43,59,188,99.579,3.2,0.5,6,"R$ 45.391,00"
7.8,0.25,0.28,7.2,0.04,46,179,99.541,3.14,0.6,6,"R$ 45.301,00"
7.8,0.25,0.34,13.7,44,66,184,99.976,3.22,0.75,5,"R$ 45.543,00"
6.8,0.16,0.29,10.4,46,59,143,99.518,3.2,0.4,6,"R$ 45.514,00"
5.2,0.28,0.29,1.1,28,18,69,99.168,3.24,0.54,6,"R$ 10,00"
7.5,0.18,0.31,6.5,29,53,160,99.276,03.03,0.38,6,"R$ 45.545,00"
7.5,0.26,0.3,4.6,27,29,92,99.085,3.15,0.38,7,"R$ 12,00"
8.2,0.37,0.64,13.9,43,22,171,99.873,2.99,0.8,5,"R$ 45.360,00"
7.6,0.4,0.27,5.2,0.03,32,101,99.172,3.22,0.62,7,"R$ 45.363,00"
7.5,0.26,0.25,1.7,38,29,129,99.312,3.45,0.56,6,"R$ 45.392,00"
7.5,0.18,0.31,6.5,29,53,160,99.276,03.03,0.38,6,"R$ 45.545,00"
6.9,0.23,0.32,16.4,45,62,153,9.972,3.22,0.42,5,"R$ 45.422,00"
5.3,0.2,0.31,3.6,36,22,91,99.278,3.41,0.5,6,"R$ 45.513,00"
6.5,0.17,0.31,1.5,41,34,121,99.092,03.06,0.46,6,"R$ 45.422,00"
6.5,0.35,0.28,12.4,51,86,213,9.962,3.16,0.51,6,"R$ 45.544,00"
6.5,0.29,0.31,1.7,35,24,79,99.053,3.27,0.69,7,"R$ 45.393,00"
6.8,0.3,0.22,6.2,0.06,41,190,99.858,3.18,0.51,5,"R$ 45.331,00"
7.9,0.51,0.36,6.2,51,30,173,9.984,03.09,0.53,5,"R$ 45.482,00"
7.9,0.51,0.34,2.6,49,13,135,99.335,03.09,0.51,5,"R$ 10,00"
6.5,0.29,0.31,1.7,35,24,79,99.053,3.27,0.69,7,"R$ 45.393,00"
7.1,0.29,0.28,9.3,48,50,141,9.949,3.13,0.49,6,"R$ 45.361,00"
6.5,0.35,0.28,12.4,51,86,213,9.962,3.16,0.51,6,"R$ 45.544,00"
6.5,0.17,0.31,1.5,41,34,121,99.092,03.06,0.46,6,"R$ 45.422,00"
7.4,0.2,0.28,9.1,47,29,95,99.532,3.16,0.47,7,"R$ 45.513,00"
6.9,615,0.42,12,67,24,131,99.727,3.19,0.34,5,"R$ 45.360,00"
6.8,0.32,0.28,4.8,34,25,100,99.026,03.08,0.47,7,"R$ 45.394,00"
6.3,0.2,0.19,12.3,48,54,145,99.668,3.16,0.42,6,"R$ 45.360,00"
6.9,615,0.42,12,67,24,131,99.727,3.19,0.34,5,"R$ 45.360,00"
8,0.23,0.28,2.7,48,49,165,9.952,3.26,0.72,6,"R$ 45.421,00"
6.7,0.27,0.33,3.6,34,9,45,99.144,03.08,0.4,6,"R$ 45.422,00"
6.7,0.27,0.33,3.6,34,9,45,99.144,03.08,0.4,6,"R$ 45.422,00"
6.7,0.44,0.22,4.3,32,19,99,99.015,3.26,0.53,7,"R$ 45.516,00"
7,0.34,0.3,1.8,45,44,142,9.914,2.99,0.45,6,"R$ 45.514,00"
7.3,0.26,0.33,11.8,57,48,127,99.693,3.1,0.55,6,"R$ 10,00"
5.8,0.17,0.34,1.8,45,96,170,99.035,3.38,0.9,8,"R$ 45.515,00"
7.3,0.26,0.33,11.8,57,48,127,99.693,3.1,0.55,6,"R$ 10,00"
5.8,0.17,0.34,1.8,45,96,170,99.035,3.38,0.9,8,"R$ 45.515,00"
6.8,0.17,0.36,1.4,36,38,108,99.006,3.19,0.66,6,"R$ 12,00"
7.1,0.43,0.3,6.6,25,15,138,99.126,3.18,0.46,6,"R$ 45.455,00"
5.8,315,0.27,1.55,26,15,70,98.994,3.37,0.4,8,"R$ 45.546,00"
5.9,0.17,0.28,0.7,27,5,28,98.985,3.13,0.32,5,"R$ 45.453,00"
6.6,0.34,0.18,6.4,82,47,240,9.971,3.42,0.48,5,"R$ 45.331,00"
8.6,0.33,0.34,11.8,59,42,240,99.882,3.17,0.52,6,"R$ 10,00"
5.6,0.12,0.26,4.3,38,18,97,99.477,3.36,0.46,5,"R$ 45.331,00"
5.8,0.13,0.26,5.1,39,19,103,99.478,3.36,0.47,6,"R$ 45.360,00"
7.7,0.18,0.35,5.8,55,25,144,99.576,3.24,0.54,6,"R$ 45.332,00"
7.7,0.16,0.36,5.9,54,25,148,99.578,3.25,0.54,6,"R$ 45.332,00"
6,0.26,0.15,1.3,0.06,51,154,99.354,3.14,0.51,5,"R$ 45.481,00"
7.3,0.32,0.35,1.4,0.05,8,163,99.244,3.24,0.42,5,"R$ 45.483,00"
7.7,0.3,0.34,1.2,48,4,119,99.084,3.18,0.34,6,"R$ 45.303,00"
7.9,0.16,0.3,7.4,0.05,58,152,99.612,3.12,0.37,6,"R$ 45.421,00"
6.4,0.27,0.29,10.8,28,17,118,99.356,3.18,0.37,6,"R$ 45.333,00"
6.9,0.16,0.37,1.8,34,36,95,98.952,2.93,0.59,6,"R$ 12,00"
7.9,0.16,0.3,7.4,0.05,58,152,99.612,3.12,0.37,6,"R$ 45.421,00"
7.7,0.3,0.34,1.2,48,4,119,99.084,3.18,0.34,6,"R$ 45.303,00"
7.3,0.32,0.35,1.4,0.05,8,163,99.244,3.24,0.42,5,"R$ 45.483,00"
6.4,0.44,0.44,14.4,48,29,228,99.955,3.26,0.54,7,"R$ 45.512,00"
6.3,0.2,0.24,1.7,52,36,135,99.374,3.8,0.66,6,"R$ 45.514,00"
6.2,0.29,0.32,3.6,26,39,138,9.892,3.31,0.37,7,"R$ 45.304,00"
7.6,0.39,0.32,3.6,35,22,93,99.144,03.08,0.6,7,"R$ 45.424,00"
7,0.36,0.32,10.05,45,37,131,99.352,03.09,0.33,8,"R$ 45.484,00"
7,0.36,0.32,10.05,45,37,131,99.352,03.09,0.33,8,"R$ 45.484,00"
7,0.36,0.32,10.5,45,35,135,9.935,03.09,0.33,8,"R$ 45.454,00"
7.6,0.2,0.36,1.9,43,24,111,99.237,3.29,0.54,6,"R$ 45.362,00"
7.6,0.39,0.32,3.6,35,22,93,99.144,03.08,0.6,7,"R$ 45.424,00"
6.7,0.2,0.37,1.65,25,42,103,99.022,3.11,0.45,5,"R$ 45.393,00"
6.2,235,0.34,1.9,36,4,117,99.032,3.4,0.44,5,"R$ 45.334,00"
7.8,965,0.6,65.8,74,8,160,103.898,3.39,0.69,6,"R$ 45.484,00"
7.1,0.2,0.31,6.85,53,32,211,99.587,3.31,0.59,6,"R$ 45.392,00"
7.1,0.2,0.31,7.4,53,32,211,99.587,3.31,0.59,6,"R$ 45.392,00"
7.1,0.2,0.31,7.4,53,32,211,99.587,3.31,0.59,6,"R$ 45.392,00"
6.4,0.24,0.25,20.2,83,35,157,99.976,3.17,0.5,5,"R$ 45.300,00"
8,0.3,0.36,11,34,8,70,99.354,03.05,0.41,6,"R$ 45.334,00"
6.4,0.24,0.25,20.2,83,35,157,99.976,3.17,0.5,5,"R$ 45.300,00"
6.9,0.4,0.42,6.2,66,41,176,99.552,3.12,0.54,5,"R$ 45.391,00"
6.9,0.4,0.43,6.2,65,42,178,99.552,3.11,0.53,5,"R$ 45.391,00"
7.1,0.2,0.31,6.85,53,32,211,99.587,3.31,0.59,6,"R$ 45.392,00"
6.6,0.25,0.51,8,47,61,189,99.604,3.22,0.49,5,"R$ 45.331,00"
6.8,0.26,0.44,8.2,46,52,183,99.584,3.2,0.51,5,"R$ 45.391,00"
6.5,0.37,0.3,2.2,33,39,107,98.894,3.22,0.53,7,"R$ 45.425,00"
6.8,0.35,0.53,10.1,53,37,151,9.963,03.07,0.4,5,"R$ 45.391,00"
6.4,0.22,0.32,7.2,28,15,83,993,3.13,0.55,8,"R$ 45.545,00"
6.5,0.37,0.3,2.2,33,39,107,98.894,3.22,0.53,7,"R$ 45.425,00"
6.8,0.35,0.53,10.1,53,37,151,9.963,03.07,0.4,5,"R$ 45.391,00"
6.9,0.31,0.32,1.6,36,34,114,99.068,3.19,0.45,7,"R$ 45.393,00"
6.7,0.16,0.37,1.3,36,45,125,98.964,3.19,0.51,7,"R$ 45.394,00"
6.6,0.25,0.51,8,47,61,189,99.604,3.22,0.49,5,"R$ 45.331,00"
6.8,0.26,0.44,8.2,46,52,183,99.584,3.2,0.51,5,"R$ 45.391,00"
5.6,0.15,0.31,5.3,38,8,79,9.923,3.3,0.39,6,"R$ 45.422,00"
5.5,0.15,0.32,14,31,16,99,99.437,3.26,0.38,8,"R$ 45.423,00"
6.4,0.22,0.32,7.2,28,15,83,993,3.13,0.55,8,"R$ 45.545,00"
7.3,0.2,0.26,1.6,0.04,36,123,99.238,3.34,0.44,6,"R$ 45.514,00"
7.5,0.17,0.71,11.8,38,52,148,99.801,03.03,0.46,5,"R$ 45.543,00"
7.5,0.18,0.72,9.6,39,53,151,99.802,03.03,0.46,5,"R$ 45.543,00"
7,0.27,0.48,6.1,42,60,184,99.566,3.2,0.5,6,"R$ 45.391,00"
5.8,0.32,0.31,2.7,49,25,153,99.067,3.44,0.73,7,"R$ 45.334,00"
7.8,0.26,0.31,3.6,25,22,100,99.066,2.99,0.47,7,"R$ 45.303,00"
7.4,0.3,0.32,1.7,0.03,23,128,9.929,3.17,0.66,5,"R$ 45.545,00"
6.7,0.16,0.34,1.6,26,27,109,9.934,3.34,0.58,6,"R$ 45.301,00"
5.8,0.32,0.31,2.7,49,25,153,99.067,3.44,0.73,7,"R$ 45.334,00"
6.7,0.19,0.39,1,32,14,71,98.912,3.31,0.38,7,"R$ 13,00"
6.6,0.36,0.24,0.9,38,15,72,99.066,3.23,0.39,5,"R$ 11,00"
7.2,0.17,0.41,1.6,52,24,126,99.228,3.19,0.49,5,"R$ 45.514,00"
6.7,0.19,0.39,1,32,14,71,98.912,3.31,0.38,7,"R$ 13,00"
6,0.11,0.47,10.6,52,69,148,9.958,2.91,0.34,4,"R$ 45.360,00"
6,0.21,0.34,2,42,63,123,99.052,3.44,0.42,6,"R$ 45.393,00"
6.7,325,0.82,1.2,152,49,120,99.312,2.99,0.38,5,"R$ 45.331,00"
6.6,0.4,0.46,6.2,56,42,241,9.968,3.5,0.6,5,"R$ 45.544,00"
6.5,0.2,0.24,9.2,44,25,150,99.502,3.22,0.44,5,"R$ 45.422,00"
7.6,0.27,0.34,5,0.04,18,56,99.084,03.06,0.48,6,"R$ 45.394,00"
7.2,0.26,0.4,6.3,47,52,172,99.573,3.18,0.53,6,"R$ 45.421,00"
6.3,0.25,0.22,3.3,48,41,161,99.256,3.16,0.5,6,"R$ 45.422,00"
6.5,0.22,0.45,8,53,52,196,9.959,3.23,0.48,6,"R$ 45.300,00"
6.4,0.14,0.31,1.2,34,53,138,99.084,3.38,0.35,7,"R$ 45.423,00"
6.4,0.14,0.31,1.2,34,53,138,99.084,3.38,0.35,7,"R$ 45.423,00"
