rate_math,rate_science,rate_english,rate_humanities,rate_art,tot_time,device,gender,age,resub_yn,comb_yn,othersub_yn,leave_yn
0.425,0.334,0.914,0.831,0.157,28.46,tablet,M,59,N,N,N,0
0.508,0.785,0.953,0.225,0.683,26.8,mobile,M,57,N,N,Y,1
0.242,0.708,0.327,0.399,0.594,12.21,mobile,F,14,Y,N,N,0
0.115,0.789,0.354,0.41,0.755,20.6,mobile,M,17,N,N,N,0
0.611,0.517,0.506,0.978,0.309,34.77,tablet,F,55,N,N,Y,1
0.289,0.44,0.941,0.181,0.448,47.16,pc,M,14,N,N,N,0
0.581,0.147,0.876,0.799,0.405,29.02,mobile,F,33,N,N,Y,0
0.154,0.328,0.103,0.334,0.984,33.28,tablet,M,49,N,N,N,1
0.481,0.434,0.393,0.731,0.292,39.52,tablet,F,35,Y,N,N,0
0.533,0.089,0.553,0.42,0.295,21.89,tablet,F,15,Y,N,N,0
,0.221,0.503,0.578,0.355,33.67,mobile,M,25,Y,N,Y,0
0.337,0.598,0.194,0.833,0.565,22.6,mobile,M,45,N,N,Y,1
0.134,0.736,0.859,0.804,0.252,38.65,pc,F,21,N,N,Y,0
0.063,0.998,0.677,0.866,0.915,31.51,tablet,M,20,N,N,N,0
,0.933,0.838,0.06,0.266,32.98,mobile,M,12,N,N,Y,0
0.322,0.643,0.859,0.692,0.896,22.17,tablet,M,53,N,N,N,0
0.81,0.421,0.748,0.14,0.103,37.07,tablet,F,46,Y,N,Y,0
0.255,0.636,0.439,0.416,0.657,,pc,M,15,Y,N,Y,0
0.682,0.786,0.611,0.549,0.907,19.92,mobile,F,28,N,Y,Y,0
0.76,0.118,0.16,0.403,0.169,26.6,mobile,F,27,N,N,N,0
0.596,0.41,0.674,0.52,0.968,32.32,tablet,M,25,N,N,N,0
0.472,,0.179,0.997,0.453,37.86,tablet,F,32,N,N,Y,0
0.412,,0.694,0.135,0.946,,pc,M,52,Y,Y,Y,0
0.349,,0.23,0.675,0.677,1.67,pc,M,46,N,N,N,0
0.93,0.588,0.118,0.396,0.302,43.59,pc,F,18,N,N,Y,0
0.831,0.184,0.165,0.133,0.188,37.61,pc,F,12,Y,N,N,1
0.965,0.362,0.002,0.159,0.304,12.57,pc,F,17,N,N,N,1
0.124,0.335,0.719,0.949,0.093,,pc,F,47,N,N,N,0
0.731,0.026,0.732,0.88,0.144,45.68,tablet,F,13,Y,N,N,0
0.938,0.024,0.515,0.907,0.105,44.48,pc,M,21,Y,N,N,0
0.181,0.832,0.161,0.992,0.423,39.39,tablet,F,53,N,N,N,0
0.066,0.273,0.084,0.208,0.796,28.24,tablet,M,40,N,Y,N,0
0.741,0.518,0.019,0.355,0.141,30.83,mobile,M,34,N,N,N,0
0.574,0.299,0.166,0.669,0.13,28.69,tablet,F,25,N,N,Y,1
0.842,0.941,0.891,0.484,0.643,41.28,tablet,F,51,N,N,Y,0
0.14,0.259,0.242,0.418,0.197,21.24,pc,F,23,Y,N,Y,0
0.795,0.43,0.354,0.358,0.098,21.94,tablet,F,22,N,N,N,1
0.202,0.873,0.105,0.594,0.167,40.1,pc,F,50,N,N,N,0
0.164,0.842,0.222,0.576,0.924,29.56,pc,M,16,N,N,Y,0
0.164,0.186,0.519,0.161,0.821,43.78,pc,M,21,N,N,Y,1
0.815,0.803,0.608,0.472,0.354,23.28,mobile,M,46,N,N,Y,1
0.665,0.458,0.245,0.553,0.656,29.45,pc,F,59,Y,N,N,1
0.523,0.483,0.058,0.57,0.537,20.78,tablet,F,13,N,N,N,0
0.359,0.133,0.391,0.21,0.677,30.07,pc,M,11,N,N,N,0
0.877,0.081,0.234,0.742,0.683,15.21,pc,F,44,Y,N,Y,1
,0.728,0.22,0.025,0.629,25.12,pc,F,53,N,Y,N,0
0.817,0.496,0.96,0.355,0.266,15.64,mobile,F,12,Y,N,Y,1
0.439,0.437,0.616,0.78,0.039,36.94,tablet,M,13,N,N,N,0
0.377,0.73,0.557,0.564,0.456,37.17,mobile,F,47,N,N,Y,0
0.463,0.766,0.416,0.261,0.891,12.7,tablet,M,21,Y,Y,Y,1
0.301,0.159,0.429,0.695,0.569,43.34,mobile,F,28,N,N,Y,0
0.748,0.61,0.541,0.567,0.832,54.97,tablet,F,19,N,Y,Y,0
0.503,0.135,0.696,0.796,0.992,30.46,mobile,M,10,N,N,N,0
0.232,0.751,0.702,0.735,0.164,23.59,pc,F,26,Y,N,Y,0
0.9,0.657,0.172,0.61,0.692,58.24,mobile,F,25,Y,N,Y,0
0.384,0.957,0.5,0.488,0.674,16.81,mobile,F,18,N,Y,N,0
0.544,0.069,0.412,0.133,0.98,,pc,M,18,Y,N,N,0
0.906,0.057,0.871,0.261,0.986,31.8,pc,F,18,N,Y,Y,1
0.624,0.282,0.631,0.419,0.687,43.45,tablet,F,21,N,N,N,0
0.117,0.262,0.533,0.599,0.244,33.6,tablet,F,50,N,N,N,1
0.94,0.247,0.115,0.514,0.799,25.01,tablet,F,24,N,N,Y,0
0.628,,0.606,0.288,0.107,20.49,mobile,F,11,N,N,Y,0
0.335,0.25,0.117,0.006,0.781,26.58,tablet,M,20,N,N,Y,0
0.139,0.272,0.337,0.496,0.91,19.93,mobile,M,20,N,N,N,1
0.794,,0.143,0.286,0.383,30.48,mobile,F,17,N,N,Y,1
0.62,0.45,0.692,0.735,0.631,24.36,tablet,F,41,N,Y,Y,1
0.533,0.777,0.206,0.024,0.43,15.06,tablet,M,15,Y,N,N,0
0.894,0.065,0.392,0.585,0.438,42.55,mobile,F,29,Y,N,N,0
0.789,0.488,0.896,0.941,0.31,25.02,pc,F,48,N,Y,Y,1
0.152,0.034,0.204,0.174,0.762,17.32,pc,F,44,N,Y,N,1
,0.063,0.508,0.472,0.936,,mobile,F,17,N,N,Y,1
0.248,0.906,0.419,0.091,0.941,30.68,tablet,F,59,N,N,Y,0
0.744,0.139,0.018,0.626,0.175,12.54,mobile,F,58,Y,N,N,1
0.034,0.532,0.793,0.551,0.875,33.32,mobile,F,52,N,N,N,0
0.57,0.411,0.069,0.407,0.737,19.53,tablet,F,43,N,N,Y,0
0.762,0.347,0.474,0.521,0.253,47.11,pc,M,28,N,N,N,0
0.877,0.9,0.561,0.897,0.067,35.24,mobile,M,16,N,N,N,0
0.342,0.022,0.628,0.196,0.268,26.0,pc,F,40,Y,N,Y,1
0.821,0.664,0.689,0.023,0.912,22.55,pc,F,27,N,N,N,1
0.111,0.963,0.253,0.862,0.633,28.95,tablet,F,49,N,N,Y,1
0.846,0.56,0.01,0.577,0.721,36.13,mobile,F,23,Y,N,N,0
0.127,0.937,0.723,0.891,0.257,29.75,mobile,M,48,N,N,N,0
0.397,0.052,0.536,0.597,0.719,27.83,pc,M,45,N,Y,Y,1
0.797,0.419,0.836,0.81,0.028,30.58,pc,M,26,N,Y,Y,0
0.15,0.26,0.821,0.43,0.375,23.96,tablet,M,46,N,N,Y,1
0.229,0.731,0.843,0.75,0.627,,pc,F,53,Y,N,Y,0
0.722,0.981,0.485,0.913,0.146,9.14,tablet,F,18,N,N,Y,0
,0.257,0.334,0.572,0.823,39.74,mobile,F,29,Y,N,Y,0
,0.654,0.792,0.181,0.235,32.99,tablet,M,54,N,Y,N,1
0.694,0.198,0.451,0.269,0.652,22.27,pc,F,37,Y,N,Y,0
0.543,0.565,0.183,0.199,0.405,48.99,mobile,F,59,N,N,N,0
0.252,0.464,0.855,0.247,0.596,30.87,tablet,M,29,N,N,N,1
0.346,,0.883,0.306,0.107,19.64,mobile,M,50,N,N,Y,0
0.182,,0.466,0.555,0.017,38.57,tablet,M,45,Y,N,N,1
0.908,0.35,0.076,0.588,0.91,33.98,pc,M,36,N,N,Y,0
0.583,0.114,0.388,0.426,0.27,33.95,pc,M,17,N,N,Y,0
0.401,0.151,0.804,0.615,0.82,25.74,mobile,F,41,Y,N,N,1
0.462,,0.902,0.082,0.999,34.5,mobile,F,10,N,N,Y,0
0.947,0.251,0.203,0.088,0.211,27.38,mobile,M,26,N,N,N,0
0.153,0.851,0.067,0.172,0.265,35.56,tablet,F,18,N,N,N,0
0.586,0.561,0.877,0.518,0.663,10.95,pc,F,29,N,N,N,0
0.506,,0.389,0.214,0.965,25.66,mobile,F,54,Y,N,N,0
0.611,0.115,0.542,0.283,0.916,47.22,mobile,F,41,N,N,N,0
0.018,0.86,0.968,0.4,0.503,22.33,mobile,M,11,N,N,Y,1
0.872,0.723,0.067,0.812,0.795,23.96,tablet,F,41,Y,N,Y,1
0.932,0.068,0.648,0.014,0.136,25.52,mobile,F,54,N,N,N,0
0.565,0.708,0.074,0.649,0.977,17.85,mobile,F,18,N,Y,Y,0
,0.544,0.375,0.669,0.964,7.92,tablet,M,39,N,Y,Y,0
0.922,0.082,0.804,0.799,0.164,27.69,tablet,F,29,N,N,Y,0
0.707,0.458,0.433,0.933,0.299,31.36,mobile,M,47,Y,N,N,0
0.153,0.485,0.997,0.02,0.1,29.47,mobile,M,10,Y,N,Y,0
0.576,0.166,0.559,0.154,0.272,28.55,tablet,M,14,N,Y,N,0
0.607,0.946,0.321,0.886,0.816,30.43,pc,M,44,Y,N,Y,0
,0.85,0.22,0.459,0.378,40.23,tablet,F,45,N,N,Y,0
0.736,0.669,0.351,0.565,0.088,28.1,pc,M,10,Y,N,Y,1
,0.462,0.373,0.663,0.342,,mobile,M,23,N,N,Y,1
0.926,0.412,0.069,0.679,0.981,27.19,mobile,M,18,N,Y,N,0
0.451,0.651,0.37,0.932,0.63,35.79,pc,M,39,N,N,Y,1
0.113,0.545,0.464,0.997,0.416,44.12,tablet,M,33,Y,N,Y,0
0.985,0.062,0.723,0.72,0.167,23.72,mobile,F,13,Y,Y,N,1
0.839,0.513,0.657,0.287,0.986,30.99,pc,M,59,Y,Y,Y,0
0.125,0.806,0.709,0.88,0.821,33.38,tablet,F,23,Y,Y,Y,1
0.921,0.459,0.008,0.049,0.281,20.07,pc,F,34,N,N,Y,0
0.87,0.052,0.218,0.231,0.07,30.2,tablet,M,13,N,N,N,0
0.519,0.786,0.662,0.897,0.057,15.34,tablet,F,34,N,N,N,0
0.591,0.201,0.484,0.256,0.12,,tablet,F,19,N,Y,Y,0
0.399,0.259,0.005,0.221,0.581,33.67,tablet,F,44,N,N,Y,0
0.055,0.165,0.804,0.138,0.929,26.16,pc,M,16,N,N,Y,0
0.335,0.33,0.773,0.859,0.497,32.02,pc,M,51,N,N,Y,1
0.803,0.757,0.548,0.5,0.843,29.82,pc,M,22,N,Y,N,0
0.005,0.519,0.066,0.675,0.446,20.24,pc,M,13,N,Y,N,0
0.333,0.205,0.767,0.239,0.709,29.55,pc,M,59,N,N,Y,0
0.398,,0.584,0.758,0.732,17.67,tablet,M,52,Y,Y,N,1
0.537,0.88,0.782,0.76,0.174,43.91,mobile,M,45,Y,N,Y,1
0.92,0.871,0.752,0.313,0.361,16.44,mobile,F,23,N,N,Y,1
0.346,0.239,0.803,0.411,0.637,28.04,pc,F,27,Y,N,Y,0
0.347,0.451,0.518,0.21,0.071,19.58,pc,M,17,N,N,Y,0
,0.985,0.14,0.977,0.362,35.7,mobile,F,41,N,N,N,0
0.452,0.772,0.671,0.646,0.535,26.69,tablet,M,36,Y,N,Y,0
0.225,0.027,0.62,0.935,0.996,24.81,pc,M,51,Y,N,Y,0
0.452,0.065,0.742,0.303,0.475,38.53,tablet,M,46,N,N,N,0
0.141,0.464,0.17,0.782,0.816,30.29,mobile,F,32,N,N,N,0
0.176,0.909,0.195,0.766,0.432,35.17,mobile,M,16,Y,N,N,0
0.498,,0.89,0.692,0.796,20.19,pc,M,21,N,N,N,0
0.419,0.498,0.75,0.966,0.595,15.95,tablet,M,34,N,N,Y,1
0.915,0.105,0.908,0.394,0.887,31.07,pc,M,12,N,Y,N,0
0.362,0.657,0.759,0.131,0.411,26.81,mobile,F,35,Y,N,N,1
0.581,0.822,0.597,0.672,0.604,36.26,tablet,M,13,N,N,N,0
0.632,0.38,0.654,0.729,0.63,29.2,pc,F,51,Y,N,N,0
0.013,0.776,0.889,0.575,0.417,32.05,pc,F,45,N,Y,Y,0
0.664,0.964,0.579,0.207,0.144,13.77,pc,M,24,N,N,N,1
0.178,0.204,0.632,0.504,0.094,48.88,mobile,M,41,N,N,Y,0
0.961,0.523,0.156,0.312,0.017,28.36,pc,F,38,N,Y,Y,1
0.149,,0.474,0.427,0.874,36.98,tablet,F,19,N,N,Y,0
0.415,0.793,0.716,0.645,0.236,21.64,pc,F,30,N,N,N,0
0.085,0.578,0.271,0.745,0.212,33.08,mobile,F,25,Y,N,Y,1
0.997,0.635,0.202,0.232,0.736,16.97,pc,M,56,N,N,N,0
0.502,0.798,0.314,0.405,0.32,34.52,mobile,F,28,N,Y,Y,1
0.595,0.396,0.242,0.269,0.506,26.44,mobile,F,38,Y,N,N,0
0.067,0.915,0.215,0.199,0.163,,tablet,F,27,N,N,Y,0
0.75,,0.425,0.783,0.96,36.98,tablet,F,53,Y,N,N,1
0.21,0.158,0.908,0.909,0.852,17.67,pc,M,25,Y,N,N,1
0.898,0.696,0.507,0.37,0.864,23.16,mobile,M,10,Y,N,Y,0
0.205,0.793,0.188,0.751,0.407,34.57,mobile,M,57,N,N,Y,1
0.191,0.317,0.077,0.897,0.762,50.98,tablet,F,11,N,N,N,0
0.037,0.857,0.696,0.846,0.144,,tablet,F,24,N,N,N,1
0.472,0.906,0.383,0.183,0.009,35.91,pc,M,48,N,N,N,0
0.565,0.277,0.822,0.956,0.02,28.93,mobile,M,37,N,N,Y,0
0.066,0.984,0.66,0.377,0.587,49.42,tablet,F,10,N,N,N,0
0.776,0.141,0.796,0.339,0.455,12.53,pc,M,14,Y,N,Y,0
0.453,0.202,0.272,0.062,0.518,30.95,mobile,F,51,N,Y,N,0
0.524,0.184,0.692,0.486,0.007,13.74,mobile,F,31,Y,N,N,0
0.441,0.894,0.264,0.109,0.423,4.93,tablet,F,45,N,N,Y,0
0.401,0.654,0.939,0.249,0.718,32.97,pc,F,55,Y,N,N,1
0.56,0.152,0.636,0.317,0.443,31.39,tablet,F,22,N,N,N,0
0.155,0.44,0.325,0.809,0.732,27.15,pc,F,10,Y,Y,N,0
0.182,0.615,0.27,0.875,0.233,28.94,mobile,M,25,Y,N,Y,0
0.862,0.083,0.191,0.302,0.813,60.98,pc,M,50,N,Y,Y,1
0.946,0.882,0.695,0.859,0.588,27.42,pc,M,31,N,Y,N,0
0.373,0.804,0.219,0.857,0.211,35.1,pc,F,41,N,N,Y,0
0.271,0.505,0.595,0.765,0.237,23.51,pc,M,25,N,N,Y,0
0.644,0.967,0.265,0.147,0.628,32.95,pc,F,24,N,N,N,0
0.409,0.418,0.662,0.69,0.83,27.62,tablet,F,55,N,N,Y,0
0.025,0.984,0.815,0.945,0.416,25.89,pc,F,51,N,N,N,0
0.156,0.668,0.778,0.683,0.258,,pc,F,21,N,N,Y,0
0.716,0.635,0.761,0.332,0.867,41.77,mobile,M,10,N,N,Y,0
0.659,0.166,0.188,0.501,0.669,31.37,pc,M,26,N,N,N,0
0.027,0.882,0.088,0.646,0.448,6.96,mobile,M,50,N,N,N,0
0.222,0.427,0.699,0.511,0.488,26.39,tablet,F,59,Y,N,N,0
0.231,0.162,0.368,0.12,0.204,57.03,tablet,M,37,Y,N,N,1
0.672,0.013,0.432,0.312,0.627,27.69,pc,M,16,N,N,N,1
0.02,0.56,0.031,0.802,0.359,41.03,tablet,M,18,N,Y,Y,0
0.104,0.527,0.26,0.861,0.996,44.42,pc,F,31,Y,N,Y,0
0.8,0.719,0.034,0.137,0.48,32.19,tablet,M,35,N,Y,Y,0
0.179,0.89,0.879,0.952,0.486,21.58,pc,F,21,N,Y,N,0
0.653,0.079,0.243,0.329,0.566,5.65,pc,M,16,Y,Y,Y,0
0.238,0.731,0.557,0.662,0.917,36.84,mobile,F,55,N,N,Y,0
0.099,0.187,0.039,0.752,0.801,21.85,mobile,M,56,N,N,Y,1
0.243,0.858,0.667,0.812,0.451,31.76,mobile,M,24,N,N,Y,1
0.722,0.819,0.323,0.946,0.719,17.5,mobile,M,47,N,N,Y,0
0.856,0.541,0.898,0.313,0.586,27.35,pc,F,30,N,Y,N,0
0.83,0.71,0.888,0.859,0.492,30.34,tablet,M,23,N,N,Y,1
0.397,0.314,0.325,0.132,0.192,32.69,pc,M,11,N,N,N,1
0.668,0.471,0.901,0.705,0.464,18.85,mobile,F,17,N,N,N,1
0.205,0.822,0.996,0.742,0.246,41.97,mobile,F,54,N,N,Y,0
0.293,0.459,0.825,0.678,0.915,24.03,tablet,F,15,N,Y,N,0
0.896,0.358,0.845,0.252,0.335,13.26,mobile,F,46,N,N,Y,0
0.013,0.494,0.249,0.873,0.952,28.91,pc,M,46,Y,N,N,0
0.086,0.828,0.577,0.169,0.533,30.34,pc,M,42,Y,N,N,0
0.208,0.335,0.067,0.054,0.632,31.61,pc,F,50,Y,N,N,0
0.027,0.174,0.095,0.717,0.543,43.62,pc,M,15,Y,N,N,1
,0.712,0.999,0.475,0.129,27.64,pc,F,35,N,N,Y,1
,0.826,0.327,0.849,0.376,28.8,tablet,M,48,N,N,Y,0
0.421,0.101,0.748,0.383,0.099,18.97,pc,F,50,N,Y,N,1
0.893,0.24,0.807,0.168,0.623,38.21,mobile,M,46,N,Y,Y,0
0.817,0.142,0.858,0.836,0.447,31.84,mobile,F,23,N,N,Y,1
0.342,0.348,0.998,0.549,0.778,25.8,mobile,F,46,N,N,Y,0
0.259,0.45,0.241,0.189,0.22,10.95,mobile,M,17,N,Y,N,0
0.38,0.749,0.04,0.72,0.165,44.44,tablet,M,48,N,Y,Y,0
0.59,0.651,0.411,0.511,0.406,17.72,mobile,M,22,N,Y,N,0
0.268,0.621,0.13,0.604,0.927,24.09,tablet,F,22,N,Y,Y,0
0.624,0.352,0.022,0.461,0.71,33.58,mobile,M,49,Y,N,Y,0
0.409,0.841,0.36,0.829,0.419,18.03,tablet,F,52,N,N,N,1
0.552,0.471,0.784,0.83,0.517,15.06,tablet,M,37,N,N,Y,0
,0.979,0.566,0.709,0.084,8.76,tablet,M,27,Y,N,N,0
0.294,0.634,0.313,0.105,0.985,37.21,mobile,F,28,N,N,Y,0
0.948,0.126,0.654,0.839,0.666,24.55,tablet,F,47,N,N,Y,0
0.764,0.676,0.232,0.671,0.285,59.27,pc,M,41,Y,N,Y,0
0.14,0.325,0.014,0.697,0.586,20.06,pc,F,31,N,N,N,1
0.868,0.686,0.764,0.363,0.109,20.79,mobile,F,11,N,N,N,0
0.487,0.07,0.624,0.879,0.966,24.35,pc,M,22,N,N,N,0
0.895,0.175,0.762,0.725,0.175,32.43,pc,F,32,N,N,Y,1
0.8,0.856,0.039,0.113,0.648,25.3,pc,M,34,N,N,N,0
0.425,0.227,0.837,0.408,0.245,36.12,mobile,M,37,N,N,Y,0
0.022,,0.62,0.886,0.718,20.21,mobile,F,20,N,N,N,1
0.269,0.279,0.563,0.047,0.777,16.18,pc,M,42,N,N,N,0
0.542,0.643,0.625,0.961,0.673,12.02,mobile,F,33,Y,Y,N,0
0.633,0.694,0.864,0.679,0.614,7.76,tablet,M,11,N,N,Y,1
0.258,0.513,0.587,0.631,0.892,24.82,pc,F,39,N,N,N,0
0.139,0.305,0.581,0.271,0.079,26.99,mobile,F,26,N,Y,Y,0
0.835,0.213,0.991,0.249,0.331,23.69,mobile,F,49,N,N,N,1
0.984,,0.757,0.942,0.248,42.43,pc,F,43,N,N,Y,0
0.526,0.304,0.442,0.298,0.988,42.28,mobile,F,47,N,Y,Y,0
,0.653,0.707,0.776,0.389,26.65,pc,M,31,N,N,Y,1
0.272,0.938,0.389,0.393,0.733,,mobile,M,14,Y,Y,Y,1
0.018,0.871,0.229,0.139,0.685,24.33,tablet,F,57,N,N,Y,0
,0.766,0.597,0.011,0.212,24.0,pc,M,49,N,N,N,0
0.118,0.788,0.928,0.544,0.239,23.43,tablet,F,25,N,N,N,1
0.577,0.665,0.929,0.976,0.281,23.02,pc,F,22,N,N,N,1
0.274,0.26,0.342,0.369,0.411,23.47,mobile,M,35,Y,N,N,0
0.554,0.907,0.528,0.357,0.234,26.13,tablet,M,40,N,N,Y,0
0.651,0.671,0.212,0.344,0.02,23.64,mobile,F,48,N,N,N,0
0.83,0.56,0.996,0.521,0.879,32.08,pc,F,57,Y,N,Y,1
0.206,0.111,0.981,0.441,0.966,33.6,pc,F,32,Y,N,N,1
0.011,0.447,0.65,0.88,0.342,20.89,pc,F,57,Y,N,Y,1
0.137,0.46,0.804,0.506,0.339,42.71,pc,F,21,N,N,Y,1
0.9,0.865,0.715,0.508,0.007,20.2,pc,F,23,N,N,Y,0
0.874,0.547,0.593,0.138,0.68,13.82,tablet,M,27,N,N,Y,0
0.597,0.38,0.053,0.983,0.825,33.81,pc,F,36,N,N,Y,1
0.601,0.977,0.455,0.25,0.147,21.83,mobile,F,37,N,N,Y,1
0.665,0.111,0.675,0.073,0.16,33.21,tablet,M,27,Y,N,N,0
0.175,0.423,0.678,0.663,0.79,5.96,mobile,F,25,N,Y,N,0
0.914,0.042,0.373,0.595,0.616,43.92,pc,F,25,N,Y,Y,1
0.419,0.74,0.942,0.415,0.045,36.72,mobile,M,22,N,N,Y,0
0.383,0.918,0.167,0.422,0.623,15.0,tablet,F,38,N,N,N,0
0.519,0.28,0.5,0.785,0.309,15.21,tablet,M,18,N,N,Y,0
0.047,0.858,0.691,0.196,0.369,46.72,tablet,F,35,N,N,N,0
0.166,0.292,0.697,0.82,0.77,22.63,mobile,M,37,N,N,Y,0
0.738,0.911,0.649,0.649,0.811,21.66,tablet,M,50,N,N,N,1
0.083,0.754,0.275,0.419,0.4,7.34,mobile,M,22,Y,N,N,0
0.603,0.805,0.156,0.458,0.947,26.49,pc,F,45,N,N,N,0
0.245,0.018,0.636,0.257,0.406,27.72,pc,F,18,N,Y,N,0
0.389,0.963,0.599,0.752,0.772,37.15,mobile,M,56,Y,N,Y,1
0.289,0.727,0.179,0.513,0.484,16.01,tablet,M,23,Y,N,Y,1
0.356,0.305,0.705,0.321,0.898,14.8,mobile,F,21,Y,N,N,1
0.719,0.829,0.455,0.596,0.908,34.51,mobile,F,41,N,N,N,1
0.297,0.282,0.668,0.996,0.087,40.07,mobile,F,47,N,N,Y,0
0.566,0.873,0.837,0.435,0.936,14.29,pc,F,12,N,N,N,0
0.476,0.113,0.17,0.921,0.826,40.82,mobile,F,25,N,N,Y,0
0.664,0.704,0.019,0.345,0.791,30.38,pc,M,29,N,N,Y,0
0.937,0.541,0.779,0.055,0.201,40.92,mobile,F,41,N,N,N,1
0.733,0.097,0.61,0.204,0.805,29.3,pc,M,32,Y,Y,Y,0
,0.242,0.7,0.419,0.85,4.78,mobile,F,26,N,N,N,1
0.031,0.012,0.838,0.22,0.289,,mobile,M,25,N,N,Y,0
0.262,0.469,0.803,0.0,0.952,40.6,tablet,M,47,Y,N,Y,0
0.595,0.301,0.961,0.915,0.05,21.06,tablet,F,17,N,N,N,0
0.051,0.598,0.536,0.844,0.15,26.12,mobile,M,28,N,N,N,0
0.496,0.297,0.488,0.742,0.538,28.24,mobile,M,39,Y,N,Y,0
0.597,0.3,0.402,0.168,0.576,1.0,mobile,M,43,Y,N,Y,0
0.334,0.743,0.154,0.12,0.645,46.71,mobile,M,23,Y,N,Y,0
0.771,0.048,0.573,0.068,0.017,20.99,tablet,F,31,N,Y,Y,0
0.107,0.903,0.277,0.724,0.96,35.06,pc,M,53,N,Y,N,0
0.075,0.852,0.921,0.929,0.045,29.13,mobile,F,26,N,N,N,0
0.728,0.668,0.583,0.431,0.143,42.58,tablet,M,24,Y,N,Y,0
0.495,0.593,0.593,0.119,0.014,34.06,mobile,F,59,N,N,Y,0
0.688,0.892,0.355,0.512,0.567,27.65,mobile,F,57,N,Y,N,0
0.435,0.185,0.052,0.349,0.932,21.06,pc,F,41,Y,N,N,0
0.246,0.079,0.032,0.375,0.666,37.98,mobile,M,22,N,N,N,0
0.819,0.24,0.423,0.621,0.823,,mobile,F,30,N,N,N,0
0.799,,0.085,0.719,0.013,36.46,pc,F,58,N,N,Y,0
0.695,0.035,0.607,0.111,0.542,19.01,pc,M,49,Y,Y,Y,0
0.272,0.583,0.881,0.036,0.46,42.52,pc,F,42,Y,N,N,0
0.59,0.995,0.883,0.994,0.499,31.61,pc,M,36,N,Y,N,1
0.361,0.856,0.659,0.233,0.072,36.44,tablet,M,44,N,N,Y,0
0.092,0.521,0.211,0.054,0.684,30.82,tablet,F,25,N,N,Y,0
0.917,0.064,0.863,0.19,0.503,12.48,tablet,M,37,N,N,Y,1
0.137,0.831,0.886,0.039,0.765,21.39,mobile,M,43,N,N,N,0
0.95,0.599,0.197,0.392,0.485,36.72,pc,M,56,N,N,Y,1
0.446,0.115,0.737,0.802,0.149,31.67,pc,F,10,N,Y,Y,0
0.185,0.094,0.287,0.341,0.648,41.81,tablet,M,50,N,Y,N,0
0.542,0.91,0.803,0.444,0.172,34.03,mobile,M,57,N,N,Y,1
0.873,0.669,0.997,0.676,0.872,20.33,mobile,M,40,N,N,Y,0
0.732,0.829,0.03,0.509,0.613,22.04,mobile,F,45,N,Y,Y,0
0.807,0.879,0.897,0.861,0.157,31.03,tablet,M,53,N,N,Y,0
0.659,0.572,0.623,0.866,0.962,,mobile,F,42,N,N,Y,0
0.692,0.517,0.973,0.01,0.518,46.73,mobile,M,42,Y,N,N,0
0.849,0.43,0.465,0.778,0.073,34.42,mobile,F,48,N,N,N,0
0.25,0.317,0.847,0.461,0.627,42.27,pc,F,27,N,N,Y,1
0.489,0.435,0.062,0.989,0.253,14.19,tablet,F,32,N,N,Y,1
0.221,0.774,0.335,0.483,0.804,42.45,pc,M,32,N,Y,N,0
0.988,0.602,0.067,0.987,0.818,52.31,pc,M,24,N,N,Y,1
0.944,0.893,0.975,0.755,0.979,16.79,tablet,M,35,N,Y,Y,0
0.039,0.443,0.817,0.249,0.502,37.71,pc,F,39,N,Y,N,0
0.706,0.607,0.853,0.538,0.455,30.01,mobile,M,34,Y,N,Y,1
0.925,0.631,0.938,0.992,0.753,14.56,mobile,M,54,N,N,Y,1
0.181,0.592,0.085,0.858,0.132,34.93,mobile,F,25,N,N,Y,1
0.568,0.703,0.386,0.097,0.547,38.34,mobile,M,48,N,N,Y,0
,0.237,0.071,0.706,0.546,23.99,tablet,M,57,N,N,Y,0
0.034,0.512,0.211,0.346,0.089,41.66,pc,F,54,Y,N,Y,1
0.697,0.104,0.229,0.007,0.418,13.33,pc,F,23,N,N,Y,0
0.297,0.385,0.469,0.403,0.853,15.05,mobile,M,26,N,N,N,0
0.924,0.488,0.269,0.235,0.856,31.37,mobile,F,21,Y,Y,Y,0
0.971,0.652,0.101,0.819,0.099,30.25,pc,M,38,N,N,Y,1
0.944,0.951,0.167,0.337,0.091,22.83,tablet,M,41,N,N,N,0
0.474,0.601,0.147,0.828,0.263,38.1,pc,M,33,Y,N,N,0
0.862,,0.973,0.001,0.875,35.31,mobile,M,22,Y,N,Y,0
0.845,0.506,0.759,0.308,0.129,38.58,mobile,M,29,N,Y,Y,0
0.319,0.634,0.968,0.241,0.72,28.77,tablet,F,24,N,N,Y,1
0.829,0.071,0.44,0.234,0.101,36.03,pc,F,13,N,Y,N,0
0.037,0.254,0.278,0.068,0.623,25.54,tablet,M,43,N,N,Y,0
0.596,0.362,0.798,0.187,0.356,50.54,tablet,F,37,N,N,Y,0
0.23,0.472,0.326,0.556,0.789,21.87,mobile,F,59,N,N,Y,0
0.121,0.046,0.299,0.291,0.234,,pc,M,11,N,N,Y,0
0.077,0.14,0.233,0.417,0.639,30.35,mobile,F,56,N,Y,Y,0
0.696,0.277,0.13,0.377,0.236,16.24,pc,F,39,Y,N,Y,0
0.34,0.972,0.256,0.876,0.714,43.68,mobile,M,35,N,N,N,0
